Latitude (decimal degrees):	50.936
Longitude (decimal degrees):	6.985
Elevation (m):	47
Radiation database:	PVGIS-SARAH2


Slope: 40 deg. (optimum)
Azimuth: -4 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200918:0610,721.2,109.47,8.64,11.51,2.55,0.0
20200918:0710,2875.9,353.52,17.81,13.17,3.45,0.0
20200918:0810,5068.4,611.37,26.26,15.2,4.41,0.0
20200918:0910,6534.9,803.37,33.41,17.3,4.48,0.0
20200918:1010,7371.3,926.13,38.55,19.24,4.34,0.0
20200918:1110,7644.3,974.82,40.92,20.94,4.21,0.0
20200918:1210,7374.6,944.16,40.1,22.26,4.14,0.0
20200918:1310,6622.7,842.97,36.23,23.14,4.14,0.0
20200918:1410,5346.0,674.67,29.97,23.62,4.14,0.0
20200918:1510,3517.9,449.33,22.07,23.68,4.14,0.0
20200918:1610,1428.1,209.39,13.19,23.24,4.07,0.0
20200918:1710,57.5,18.54,3.84,22.1,3.45,0.0
20200918:1810,0.0,0.0,0.0,20.21,3.38,0.0
20200918:1910,0.0,0.0,0.0,18.86,3.52,0.0
20200918:2010,0.0,0.0,0.0,17.96,3.59,0.0
20200918:2110,0.0,0.0,0.0,17.24,3.45,0.0
20200918:2210,0.0,0.0,0.0,16.54,3.24,0.0
20200918:2310,0.0,0.0,0.0,15.82,3.03,0.0
20200919:0010,0.0,0.0,0.0,15.21,3.1,0.0
20200919:0110,0.0,0.0,0.0,14.72,3.24,0.0
20200919:0210,0.0,0.0,0.0,14.32,3.24,0.0
20200919:0310,0.0,0.0,0.0,13.9,3.24,0.0
20200919:0410,0.0,0.0,0.0,13.5,3.24,0.0
20200919:0510,0.0,0.0,0.0,13.13,3.24,0.0
20200919:0610,797.0,121.25,8.39,13.15,3.17,0.0
20200919:0710,2979.7,368.4,17.55,14.52,3.31,0.0
20200919:0810,5036.7,612.81,25.98,16.61,4.07,0.0
20200919:0910,6492.2,806.39,33.1,18.77,4.07,0.0
20200919:1010,7203.5,915.44,38.2,20.84,3.86,0.0
20200919:1110,7440.9,962.76,40.54,22.64,3.52,0.0
20200919:1210,7174.5,939.21,39.7,24.05,2.9,0.0
20200919:1310,6412.2,837.7,35.83,24.98,2.48,0.0
20200919:1410,5167.4,667.71,29.58,25.43,2.34,0.0
20200919:1510,3375.8,439.05,21.7,25.43,2.48,0.0
20200919:1610,1377.4,205.73,12.83,24.89,2.62,0.0
20200919:1710,48.4,16.49,3.48,23.32,2.41,0.0
20200919:1810,0.0,0.0,0.0,20.95,2.69,0.0
20200919:1910,0.0,0.0,0.0,19.88,2.69,0.0
20200919:2010,0.0,0.0,0.0,18.69,2.55,0.0
20200919:2110,0.0,0.0,0.0,17.65,2.48,0.0
20200919:2210,0.0,0.0,0.0,16.7,2.41,0.0
20200919:2310,0.0,0.0,0.0,15.8,2.34,0.0
20200920:0010,0.0,0.0,0.0,14.94,2.28,0.0
20200920:0110,0.0,0.0,0.0,14.0,2.07,0.0
20200920:0210,0.0,0.0,0.0,12.88,1.93,0.0
20200920:0310,0.0,0.0,0.0,11.96,1.79,0.0
20200920:0410,0.0,0.0,0.0,11.24,1.79,0.0
20200920:0510,0.0,0.0,0.0,10.72,1.86,0.0
20200920:0610,705.7,107.6,8.15,10.69,1.79,0.0
20200920:0710,2791.5,347.71,17.29,13.55,1.31,0.0
20200920:0810,4795.5,599.93,25.69,17.43,1.31,0.0
20200920:0910,5941.9,763.65,32.78,20.09,1.38,0.0
20200920:1010,6673.8,875.2,37.85,22.1,1.66,0.0
20200920:1110,6835.5,905.0,40.16,23.55,1.79,0.0
20200920:1210,6810.2,905.82,39.3,24.58,1.79,0.0
20200920:1310,5848.0,766.91,35.44,25.3,1.86,0.0
20200920:1410,4445.5,574.77,29.2,25.59,1.93,0.0
20200920:1510,2337.5,307.45,21.33,25.5,2.21,0.0
20200920:1610,1347.0,201.45,12.46,24.81,2.62,0.0
20200920:1710,0.0,5.43,3.12,23.09,2.69,0.0
20200920:1810,0.0,0.0,0.0,20.77,3.03,0.0
20200920:1910,0.0,0.0,0.0,19.3,2.9,0.0
20200920:2010,0.0,0.0,0.0,18.19,2.69,0.0
20200920:2110,0.0,0.0,0.0,17.26,2.48,0.0
20200920:2210,0.0,0.0,0.0,16.35,2.28,0.0
20200920:2310,0.0,0.0,0.0,15.2,1.93,0.0
20200921:0010,0.0,0.0,0.0,14.07,1.72,0.0
20200921:0110,0.0,0.0,0.0,13.19,1.79,0.0
20200921:0210,0.0,0.0,0.0,12.58,1.72,0.0
20200921:0310,0.0,0.0,0.0,12.35,1.59,0.0
20200921:0410,0.0,0.0,0.0,12.21,1.45,0.0
20200921:0510,0.0,0.0,0.0,12.42,1.24,0.0
20200921:0610,864.1,131.7,7.9,12.63,1.1,0.0
20200921:0710,2987.2,372.19,17.03,13.1,0.83,0.0
20200921:0810,4854.8,609.75,25.41,17.5,1.03,0.0
20200921:0910,6218.1,802.37,32.47,19.99,1.31,0.0
20200921:1010,6955.3,918.81,37.49,21.95,1.45,0.0
20200921:1110,7097.5,950.82,39.77,23.44,1.38,0.0
20200921:1210,6866.2,926.0,38.9,24.45,1.1,0.0
20200921:1310,6118.5,824.55,35.04,25.09,0.55,0.0
20200921:1410,4921.3,656.12,28.81,25.35,0.07,0.0
20200921:1510,3202.5,423.27,20.95,25.32,0.55,0.0
20200921:1610,1307.4,198.13,12.1,24.9,1.17,0.0
20200921:1710,20.6,10.96,2.76,23.66,1.66,0.0
20200921:1810,0.0,0.0,0.0,21.53,1.93,0.0
20200921:1910,0.0,0.0,0.0,19.49,1.86,0.0
20200921:2010,0.0,0.0,0.0,18.06,1.24,0.0
20200921:2110,0.0,0.0,0.0,18.41,0.41,0.0
20200921:2210,0.0,0.0,0.0,17.58,0.34,0.0
20200921:2310,0.0,0.0,0.0,16.71,0.76,0.0
20200922:0010,0.0,0.0,0.0,15.97,0.76,0.0
20200922:0110,0.0,0.0,0.0,15.38,0.76,0.0
20200922:0210,0.0,0.0,0.0,14.53,0.97,0.0
20200922:0310,0.0,0.0,0.0,13.9,1.03,0.0
20200922:0410,0.0,0.0,0.0,13.25,1.03,0.0
20200922:0510,0.0,0.0,0.0,12.91,1.03,0.0
20200922:0610,711.7,110.29,7.65,12.44,1.03,0.0
20200922:0710,2822.9,352.55,16.77,13.32,0.76,0.0
20200922:0810,4741.4,599.15,25.13,17.78,0.62,0.0
20200922:0910,6009.8,784.25,32.15,20.23,0.62,0.0
20200922:1010,6705.7,897.9,37.14,22.19,0.69,0.0
20200922:1110,6965.2,944.1,39.39,23.72,0.83,0.0
20200922:1210,6840.3,919.36,38.5,24.84,1.31,0.0
20200922:1310,6145.5,811.06,34.64,25.52,1.72,0.0
20200922:1410,4909.9,638.03,28.43,25.78,1.79,0.0
20200922:1510,3144.7,412.29,20.58,25.69,1.72,0.0
20200922:1610,1191.3,180.95,11.74,25.17,1.93,0.0
20200922:1710,8.9,8.14,2.4,23.65,2.14,0.0
20200922:1810,0.0,0.0,0.0,21.56,2.28,0.0
20200922:1910,0.0,0.0,0.0,19.91,2.0,0.0
20200922:2010,0.0,0.0,0.0,18.23,1.17,0.0
20200922:2110,0.0,0.0,0.0,18.51,0.55,0.0
20200922:2210,0.0,0.0,0.0,17.61,0.34,0.0
20200922:2310,0.0,0.0,0.0,16.82,0.62,0.0
20200923:0010,0.0,0.0,0.0,15.57,1.17,0.0
20200923:0110,0.0,0.0,0.0,14.46,1.59,0.0
20200923:0210,0.0,0.0,0.0,13.76,1.79,0.0
20200923:0310,0.0,0.0,0.0,13.28,1.72,0.0
20200923:0410,0.0,0.0,0.0,12.81,1.72,0.0
20200923:0510,0.0,0.0,0.0,12.33,1.66,0.0
20200923:0610,683.4,106.34,7.41,12.07,1.72,0.0
20200923:0710,2465.6,309.9,16.51,15.17,1.72,0.0
20200923:0810,4656.3,578.59,24.84,18.45,2.21,0.0
20200923:0910,5916.5,748.21,31.83,20.77,2.69,0.0
20200923:1010,2408.5,308.84,36.78,22.51,3.24,0.0
20200923:1110,7075.9,910.65,39.01,23.59,3.93,0.0
20200923:1210,2719.0,347.75,38.1,24.16,4.34,0.0
20200923:1310,1602.1,213.25,34.25,24.36,4.9,0.0
20200923:1410,4428.7,556.07,28.04,24.1,4.83,0.0
20200923:1510,1442.1,193.69,20.21,23.59,4.76,0.0
20200923:1610,675.9,104.53,11.37,23.07,4.14,0.0
20200923:1710,0.0,0.0,0.0,21.86,2.9,0.0
20200923:1810,0.0,0.0,0.0,20.77,2.9,0.0
20200923:1910,0.0,0.0,0.0,20.18,3.38,0.0
20200923:2010,0.0,0.0,0.0,19.71,3.72,0.0
20200923:2110,0.0,0.0,0.0,19.24,4.14,0.0
20200923:2210,0.0,0.0,0.0,18.98,4.55,0.0
20200923:2310,0.0,0.0,0.0,18.47,5.1,0.0
20200924:0010,0.0,0.0,0.0,17.86,4.9,0.0
20200924:0110,0.0,0.0,0.0,17.24,4.55,0.0
20200924:0210,0.0,0.0,0.0,16.22,4.48,0.0
20200924:0310,0.0,0.0,0.0,15.34,5.31,0.0
20200924:0410,0.0,0.0,0.0,13.78,4.9,0.0
20200924:0510,0.0,0.0,0.0,12.59,4.28,0.0
20200924:0610,739.7,113.93,7.16,11.84,3.93,0.0
20200924:0710,2812.9,344.54,16.25,13.04,4.48,0.0
20200924:0810,3968.4,474.8,24.56,13.87,4.76,0.0
20200924:0910,6346.6,767.3,31.51,15.26,5.1,0.0
20200924:1010,6822.9,835.51,36.43,16.63,5.1,0.0
20200924:1110,5409.1,661.43,38.62,18.03,5.17,0.0
20200924:1210,6414.9,793.14,37.71,19.07,5.1,0.0
20200924:1310,4380.5,538.27,33.85,19.68,5.1,0.0
20200924:1410,2339.6,294.73,27.65,20.2,5.86,0.0
20200924:1510,1189.2,160.41,19.83,19.74,4.9,0.0
20200924:1610,498.0,78.5,11.01,19.11,4.48,0.0
20200924:1710,0.0,0.0,0.0,18.14,4.34,0.0
20200924:1810,0.0,0.0,0.0,17.26,4.21,0.0
20200924:1910,0.0,0.0,0.0,16.77,4.14,0.0
20200924:2010,0.0,0.0,0.0,15.98,4.76,0.0
20200924:2110,0.0,0.0,0.0,15.19,4.76,0.0
20200924:2210,0.0,0.0,0.0,14.84,4.69,0.0
20200924:2310,0.0,0.0,0.0,14.54,4.48,0.0
20200925:0010,0.0,0.0,0.0,13.44,4.21,0.0
20200925:0110,0.0,0.0,0.0,12.89,4.14,0.0
20200925:0210,0.0,0.0,0.0,12.08,3.59,0.0
20200925:0310,0.0,0.0,0.0,11.74,3.24,0.0
20200925:0410,0.0,0.0,0.0,10.99,3.31,0.0
20200925:0510,0.0,0.0,0.0,10.03,3.31,0.0
20200925:0610,364.5,60.96,6.91,9.6,3.38,0.0
20200925:0710,2463.5,300.38,15.98,10.24,3.72,0.0
20200925:0810,1919.1,236.19,24.27,11.44,5.45,0.0
20200925:0910,1145.8,150.24,31.19,12.45,6.14,0.0
20200925:1010,1337.5,172.83,36.07,13.32,6.14,0.0
20200925:1110,7419.7,896.4,38.23,14.26,6.14,0.0
20200925:1210,5100.3,610.06,37.31,14.66,6.07,0.0
20200925:1310,608.2,88.66,33.45,14.6,5.79,0.0
20200925:1410,830.7,114.89,27.27,14.28,5.31,0.0
20200925:1510,1684.3,213.2,19.46,13.68,5.66,0.0
20200925:1610,112.8,25.33,10.64,12.58,5.45,0.0
20200925:1710,0.0,0.0,0.0,11.27,4.97,0.0
20200925:1810,0.0,0.0,0.0,10.21,4.9,0.0
20200925:1910,0.0,0.0,0.0,10.27,5.1,0.0
20200925:2010,0.0,0.0,0.0,9.91,5.17,0.0
20200925:2110,0.0,0.0,0.0,10.05,5.1,0.0
20200925:2210,0.0,0.0,0.0,10.23,6.34,0.0
20200925:2310,0.0,0.0,0.0,10.17,6.28,0.0
20200926:0010,0.0,0.0,0.0,10.01,5.66,0.0
20200926:0110,0.0,0.0,0.0,9.91,5.31,0.0
20200926:0210,0.0,0.0,0.0,9.84,5.17,0.0
20200926:0310,0.0,0.0,0.0,9.82,4.62,0.0
20200926:0410,0.0,0.0,0.0,9.88,4.69,0.0
20200926:0510,0.0,0.0,0.0,10.05,4.07,0.0
20200926:0610,295.2,51.41,6.66,9.79,4.07,0.0
20200926:0710,928.6,124.31,15.72,9.82,3.52,0.0
20200926:0810,690.0,96.8,23.98,10.2,3.72,0.0
20200926:0910,945.3,126.65,30.87,10.69,3.38,0.0
20200926:1010,1007.3,133.89,35.72,10.91,3.45,0.0
20200926:1110,819.0,112.18,37.85,11.03,3.59,0.0
20200926:1210,340.5,55.18,36.91,10.98,3.38,0.0
20200926:1310,646.4,92.28,33.06,11.69,3.45,0.0
20200926:1410,479.7,72.37,26.88,11.55,3.17,0.0
20200926:1510,303.1,50.66,19.09,11.78,3.38,0.0
20200926:1610,164.9,32.57,10.28,11.59,2.97,0.0
20200926:1710,0.0,0.0,0.0,11.37,2.62,0.0
20200926:1810,0.0,0.0,0.0,10.73,2.55,0.0
20200926:1910,0.0,0.0,0.0,10.04,2.69,0.0
20200926:2010,0.0,0.0,0.0,9.84,2.69,0.0
20200926:2110,0.0,0.0,0.0,9.79,2.9,0.0
20200926:2210,0.0,0.0,0.0,9.86,3.66,0.0
20200926:2310,0.0,0.0,0.0,9.94,4.28,0.0
20200927:0010,0.0,0.0,0.0,10.25,4.21,0.0
20200927:0110,0.0,0.0,0.0,10.76,4.28,0.0
20200927:0210,0.0,0.0,0.0,10.87,3.52,0.0
20200927:0310,0.0,0.0,0.0,10.92,1.93,0.0
20200927:0410,0.0,0.0,0.0,10.96,1.31,0.0
20200927:0510,0.0,0.0,0.0,10.83,2.55,0.0
20200927:0610,18.9,9.95,6.41,10.54,3.59,0.0
20200927:0710,1259.2,162.55,15.45,10.37,3.45,0.0
20200927:0810,2486.9,299.63,23.69,10.78,4.21,0.0
20200927:0910,2229.6,272.23,30.55,11.47,4.14,0.0
20200927:1010,776.4,107.66,35.36,12.03,3.72,0.0
20200927:1110,1132.6,149.27,37.46,12.48,3.45,0.0
20200927:1210,997.9,133.89,36.51,12.84,3.45,0.0
20200927:1310,2046.7,254.64,32.66,13.2,2.97,0.0
20200927:1410,647.1,93.18,26.5,13.69,2.69,0.0
20200927:1510,1627.9,208.05,18.72,13.62,2.48,0.0
20200927:1610,216.9,39.81,9.92,13.35,2.21,0.0
20200927:1710,0.0,0.0,0.0,12.95,1.86,0.0
20200927:1810,0.0,0.0,0.0,12.2,1.52,0.0
20200927:1910,0.0,0.0,0.0,11.78,1.45,0.0
20200927:2010,0.0,0.0,0.0,11.49,1.59,0.0
20200927:2110,0.0,0.0,0.0,11.28,1.59,0.0
20200927:2210,0.0,0.0,0.0,10.99,1.66,0.0
20200927:2310,0.0,0.0,0.0,10.88,1.66,0.0
20200928:0010,0.0,0.0,0.0,10.75,1.66,0.0
20200928:0110,0.0,0.0,0.0,10.71,1.72,0.0
20200928:0210,0.0,0.0,0.0,10.33,1.79,0.0
20200928:0310,0.0,0.0,0.0,10.45,1.86,0.0
20200928:0410,0.0,0.0,0.0,9.9,2.0,0.0
20200928:0510,0.0,0.0,0.0,9.55,2.14,0.0
20200928:0610,358.7,61.06,6.15,9.73,2.41,0.0
20200928:0710,856.0,116.57,15.19,10.64,2.07,0.0
20200928:0810,810.7,111.46,23.4,11.26,2.28,0.0
20200928:0910,1151.6,151.21,30.22,11.72,2.34,0.0
20200928:1010,606.1,87.75,35.0,12.18,2.55,0.0
20200928:1110,1155.0,151.98,37.08,12.49,2.97,0.0
20200928:1210,1043.9,139.32,36.11,12.94,3.31,0.0
20200928:1310,521.1,77.8,32.26,13.01,3.17,0.0
20200928:1410,350.3,56.99,26.11,13.67,3.38,0.0
20200928:1510,251.3,44.33,18.34,13.45,2.97,0.0
20200928:1610,320.6,53.95,9.56,13.2,2.55,0.0
20200928:1710,0.0,0.0,0.0,12.84,2.48,0.0
20200928:1810,0.0,0.0,0.0,12.64,2.48,0.0
20200928:1910,0.0,0.0,0.0,11.18,2.07,0.0
20200928:2010,0.0,0.0,0.0,11.11,2.14,0.0
20200928:2110,0.0,0.0,0.0,11.08,2.14,0.0
20200928:2210,0.0,0.0,0.0,10.82,2.07,0.0
20200928:2310,0.0,0.0,0.0,10.53,1.93,0.0
20200929:0010,0.0,0.0,0.0,10.41,1.86,0.0
20200929:0110,0.0,0.0,0.0,10.52,1.66,0.0
20200929:0210,0.0,0.0,0.0,10.89,1.52,0.0
20200929:0310,0.0,0.0,0.0,10.99,1.45,0.0
20200929:0410,0.0,0.0,0.0,11.26,1.38,0.0
20200929:0510,0.0,0.0,0.0,11.52,0.97,0.0
20200929:0610,14.2,9.05,5.9,11.89,0.97,0.0
20200929:0710,170.9,33.47,14.92,12.08,1.24,0.0
20200929:0810,491.7,74.18,23.1,12.48,1.79,0.0
20200929:0910,287.1,48.85,29.9,12.79,2.34,0.0
20200929:1010,461.2,70.56,34.64,13.03,2.76,0.0
20200929:1110,394.3,62.42,36.69,13.35,3.03,0.0
20200929:1210,541.1,80.52,35.71,13.85,2.76,0.0
20200929:1310,270.5,47.04,31.87,14.59,2.55,0.0
20200929:1410,376.1,60.61,25.73,15.04,2.0,0.0
20200929:1510,2378.1,300.88,17.97,15.72,1.38,0.0
20200929:1610,1027.5,157.53,9.2,15.82,0.28,0.0
20200929:1710,0.0,0.0,0.0,15.3,1.03,0.0
20200929:1810,0.0,0.0,0.0,14.02,1.79,0.0
20200929:1910,0.0,0.0,0.0,12.99,1.66,0.0
20200929:2010,0.0,0.0,0.0,12.58,1.79,0.0
20200929:2110,0.0,0.0,0.0,12.1,1.86,0.0
20200929:2210,0.0,0.0,0.0,12.42,1.66,0.0
20200929:2310,0.0,0.0,0.0,12.86,1.66,0.0
20200930:0010,0.0,0.0,0.0,13.03,1.59,0.0
20200930:0110,0.0,0.0,0.0,13.14,1.45,0.0
20200930:0210,0.0,0.0,0.0,13.32,1.31,0.0
20200930:0310,0.0,0.0,0.0,13.4,1.24,0.0
20200930:0410,0.0,0.0,0.0,13.41,1.45,0.0
20200930:0510,0.0,0.0,0.0,13.47,1.66,0.0
20200930:0610,243.3,45.81,5.65,13.29,1.79,0.0
20200930:0710,70.3,19.0,14.65,13.27,2.0,0.0
20200930:0810,2167.6,269.21,22.81,14.61,2.69,0.0
20200930:0910,3591.8,437.36,29.57,15.66,3.1,0.0
20200930:1010,4906.6,601.52,34.28,16.66,3.1,0.0
20200930:1110,2675.7,333.25,36.31,17.49,3.17,0.0
20200930:1210,3651.8,450.68,35.31,18.03,3.1,0.0
20200930:1310,1291.9,172.06,31.48,18.67,3.24,0.0
20200930:1410,1609.4,209.2,25.35,18.93,3.1,0.0
20200930:1510,1746.7,227.0,17.6,18.71,2.83,0.0
20200930:1610,1004.3,155.64,8.84,17.98,2.55,0.0
20200930:1710,0.0,0.0,0.0,17.1,2.55,0.0
20200930:1810,0.0,0.0,0.0,16.07,2.55,0.0
20200930:1910,0.0,0.0,0.0,15.38,3.17,0.0
20200930:2010,0.0,0.0,0.0,14.92,3.38,0.0
20200930:2110,0.0,0.0,0.0,14.6,3.45,0.0
20200930:2210,0.0,0.0,0.0,14.23,3.59,0.0
20200930:2310,0.0,0.0,0.0,13.9,3.66,0.0
20201001:0010,0.0,0.0,0.0,13.82,3.66,0.0
20201001:0110,0.0,0.0,0.0,13.6,3.66,0.0
20201001:0210,0.0,0.0,0.0,13.58,3.72,0.0
20201001:0310,0.0,0.0,0.0,13.32,3.66,0.0
20201001:0410,0.0,0.0,0.0,13.16,3.59,0.0
20201001:0510,0.0,0.0,0.0,13.15,3.52,0.0
20201001:0610,104.3,24.59,5.39,13.13,3.59,0.0
20201001:0710,2775.2,340.52,14.38,12.56,3.52,0.0
20201001:0810,3252.0,391.14,22.52,13.59,4.07,0.0
20201001:0910,1891.8,237.42,29.25,14.92,4.34,0.0
20201001:1010,2375.1,294.91,33.92,16.36,4.62,0.0
20201001:1110,787.6,111.27,35.92,17.34,4.83,0.0
20201001:1210,532.0,80.52,34.92,17.62,4.97,0.0
20201001:1310,387.5,62.42,31.08,16.97,4.48,0.0
20201001:1410,447.7,69.66,24.97,16.01,4.69,0.0
20201001:1510,406.1,64.23,17.23,14.95,4.55,0.0
20201001:1610,306.4,52.71,8.48,14.24,4.48,0.0
20201001:1710,0.0,0.0,0.0,13.47,3.86,0.0
20201001:1810,0.0,0.0,0.0,12.62,3.31,0.0
20201001:1910,0.0,0.0,0.0,12.4,2.21,0.0
20201001:2010,0.0,0.0,0.0,11.46,2.21,0.0
20201001:2110,0.0,0.0,0.0,10.95,2.21,0.0
20201001:2210,0.0,0.0,0.0,10.63,2.14,0.0
20201001:2310,0.0,0.0,0.0,10.43,2.14,0.0
20201002:0010,0.0,0.0,0.0,9.87,2.28,0.0
20201002:0110,0.0,0.0,0.0,9.57,2.48,0.0
20201002:0210,0.0,0.0,0.0,9.35,2.76,0.0
20201002:0310,0.0,0.0,0.0,9.44,3.03,0.0
20201002:0410,0.0,0.0,0.0,9.55,3.38,0.0
20201002:0510,0.0,0.0,0.0,9.72,4.0,0.0
20201002:0610,369.8,64.13,5.14,10.09,4.14,0.0
20201002:0710,583.1,84.43,14.11,10.74,4.21,0.0
20201002:0810,584.9,85.04,22.22,12.06,4.76,0.0
20201002:0910,989.2,132.99,28.92,13.48,5.1,0.0
20201002:1010,1750.6,220.97,33.56,14.2,4.55,0.0
20201002:1110,2737.3,335.14,35.53,15.05,4.48,0.0
20201002:1210,2550.7,315.75,34.52,16.85,4.9,0.0
20201002:1310,1902.0,241.95,30.69,18.12,4.83,0.0
20201002:1410,706.8,102.23,24.59,18.87,5.03,0.0
20201002:1510,484.4,75.09,16.87,19.07,4.97,0.0
20201002:1610,102.9,24.43,8.12,18.7,4.76,0.0
20201002:1710,0.0,0.0,0.0,18.21,4.62,0.0
20201002:1810,0.0,0.0,0.0,17.96,4.62,0.0
20201002:1910,0.0,0.0,0.0,16.92,4.07,0.0
20201002:2010,0.0,0.0,0.0,16.83,4.48,0.0
20201002:2110,0.0,0.0,0.0,16.61,4.41,0.0
20201002:2210,0.0,0.0,0.0,16.2,4.34,0.0
20201002:2310,0.0,0.0,0.0,15.84,4.28,0.0
20201003:0010,0.0,0.0,0.0,15.39,3.79,0.0
20201003:0110,0.0,0.0,0.0,14.81,3.03,0.0
20201003:0210,0.0,0.0,0.0,14.36,2.69,0.0
20201003:0310,0.0,0.0,0.0,14.08,2.34,0.0
20201003:0410,0.0,0.0,0.0,13.56,1.59,0.0
20201003:0510,0.0,0.0,0.0,12.76,1.24,0.0
20201003:0610,0.0,4.52,4.88,12.68,1.45,0.0
20201003:0710,237.3,42.52,13.84,13.4,1.86,0.0
20201003:0810,364.6,58.8,21.93,13.68,3.1,0.0
20201003:0910,190.0,36.19,28.59,13.3,3.59,0.0
20201003:1010,484.5,73.28,33.2,12.66,3.1,0.0
20201003:1110,301.8,50.66,35.15,12.54,2.83,0.0
20201003:1210,620.0,89.56,34.13,12.5,2.21,0.0
20201003:1310,499.4,75.09,30.3,12.43,2.0,0.0
20201003:1410,381.2,60.61,24.21,12.43,2.21,0.0
20201003:1510,1018.3,136.4,16.5,12.28,2.21,0.0
20201003:1610,297.1,51.64,7.76,12.28,2.83,0.0
20201003:1710,0.0,0.0,0.0,11.82,3.31,0.0
20201003:1810,0.0,0.0,0.0,11.47,3.38,0.0
20201003:1910,0.0,0.0,0.0,10.67,4.34,0.0
20201003:2010,0.0,0.0,0.0,10.85,4.97,0.0
20201003:2110,0.0,0.0,0.0,10.84,5.24,0.0
20201003:2210,0.0,0.0,0.0,11.03,5.24,0.0
20201003:2310,0.0,0.0,0.0,11.2,5.17,0.0
20201004:0010,0.0,0.0,0.0,11.37,5.31,0.0
20201004:0110,0.0,0.0,0.0,11.33,5.59,0.0
20201004:0210,0.0,0.0,0.0,11.56,6.34,0.0
20201004:0310,0.0,0.0,0.0,11.63,6.62,0.0
20201004:0410,0.0,0.0,0.0,11.2,6.14,0.0
20201004:0510,0.0,0.0,0.0,10.7,5.59,0.0
20201004:0610,83.9,21.42,4.62,10.74,5.38,0.0
20201004:0710,499.8,74.49,13.57,10.95,6.28,0.0
20201004:0810,1338.2,170.67,21.63,11.32,6.34,0.0
20201004:0910,2408.7,290.57,28.27,11.27,6.0,0.0
20201004:1010,686.6,96.8,32.84,11.65,6.21,0.0
20201004:1110,898.9,122.13,34.77,13.3,8.34,0.0
20201004:1210,4287.3,507.79,33.73,13.97,8.0,0.0
20201004:1310,1770.6,222.55,29.91,14.74,7.66,0.0
20201004:1410,933.4,126.89,23.83,14.58,6.07,0.0
20201004:1510,480.8,73.28,16.14,14.54,5.24,0.0
20201004:1610,534.9,86.58,7.41,13.94,4.69,0.0
20201004:1710,0.0,0.0,0.0,13.18,4.69,0.0
20201004:1810,0.0,0.0,0.0,12.75,4.9,0.0
20201004:1910,0.0,0.0,0.0,11.76,4.97,0.0
20201004:2010,0.0,0.0,0.0,11.35,4.97,0.0
20201004:2110,0.0,0.0,0.0,11.21,4.9,0.0
20201004:2210,0.0,0.0,0.0,10.89,4.83,0.0
20201004:2310,0.0,0.0,0.0,10.76,4.9,0.0
20201005:0010,0.0,0.0,0.0,10.66,4.9,0.0
20201005:0110,0.0,0.0,0.0,10.6,4.9,0.0
20201005:0210,0.0,0.0,0.0,10.52,4.9,0.0
20201005:0310,0.0,0.0,0.0,10.38,4.83,0.0
20201005:0410,0.0,0.0,0.0,10.34,4.9,0.0
20201005:0510,0.0,0.0,0.0,10.47,4.97,0.0
20201005:0610,0.0,4.52,4.37,10.45,4.97,0.0
20201005:0710,145.8,29.85,13.29,10.95,5.45,0.0
20201005:0810,436.6,66.95,21.33,11.12,5.59,0.0
20201005:0910,711.2,99.51,27.94,11.13,5.52,0.0
20201005:1010,1866.4,230.6,32.48,11.11,5.52,0.0
20201005:1110,834.0,113.99,34.38,11.52,5.17,0.0
20201005:1210,839.2,114.89,33.34,12.26,5.72,0.0
20201005:1310,2097.6,258.53,29.52,13.08,5.1,0.0
20201005:1410,1931.2,239.97,23.45,13.5,4.69,0.0
20201005:1510,1368.2,177.65,15.77,13.64,4.14,0.0
20201005:1610,27.7,11.76,7.06,13.41,4.0,0.0
20201005:1710,0.0,0.0,0.0,12.63,3.93,0.0
20201005:1810,0.0,0.0,0.0,11.88,3.86,0.0
20201005:1910,0.0,0.0,0.0,11.13,3.66,0.0
20201005:2010,0.0,0.0,0.0,11.18,3.66,0.0
20201005:2110,0.0,0.0,0.0,11.22,3.52,0.0
20201005:2210,0.0,0.0,0.0,11.22,3.59,0.0
20201005:2310,0.0,0.0,0.0,11.4,3.86,0.0
20201006:0010,0.0,0.0,0.0,11.38,4.14,0.0
20201006:0110,0.0,0.0,0.0,11.06,4.28,0.0
20201006:0210,0.0,0.0,0.0,11.3,5.17,0.0
20201006:0310,0.0,0.0,0.0,11.68,5.93,0.0
20201006:0410,0.0,0.0,0.0,11.56,5.59,0.0
20201006:0510,0.0,0.0,0.0,11.39,5.03,0.0
20201006:0610,296.7,54.89,4.11,11.1,4.69,0.0
20201006:0710,759.3,105.44,13.02,11.56,4.62,0.0
20201006:0810,703.6,98.99,21.03,12.13,5.17,0.0
20201006:0910,2172.0,265.39,27.61,12.45,6.07,0.0
20201006:1010,1977.2,243.95,32.13,12.41,6.48,0.0
20201006:1110,1524.4,193.53,34.0,12.55,5.59,0.0
20201006:1210,739.7,104.04,32.95,14.01,5.72,0.0
20201006:1310,4461.4,533.79,29.13,14.74,5.31,0.0
20201006:1410,299.0,50.66,23.08,14.63,5.52,0.0
20201006:1510,356.2,57.9,15.41,14.61,5.24,0.0
