Latitude (decimal degrees):	50.937
Longitude (decimal degrees):	6.984
Elevation (m):	49
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200423:0210,0.0,0.0,0.0,9.63,2.69,0.0
20200423:0310,0.0,0.0,0.0,8.97,2.62,0.0
20200423:0410,0.0,0.0,0.0,8.32,2.55,0.0
20200423:0510,399.5,83.0,6.66,7.96,2.48,0.0
20200423:0610,1822.3,251.0,16.05,9.65,2.21,0.0
20200423:0710,3369.7,419.0,25.44,12.74,3.03,0.0
20200423:0810,4789.2,584.01,34.39,14.76,3.52,0.0
20200423:0910,5802.2,713.01,42.31,16.54,3.52,0.0
20200423:1010,6462.3,805.01,48.33,18.03,3.38,0.0
20200423:1110,6732.4,848.01,51.4,19.15,3.17,0.0
20200423:1210,6684.3,847.01,50.74,20.03,2.97,0.0
20200423:1310,6160.7,782.01,46.53,20.63,2.62,0.0
20200423:1410,5282.3,670.01,39.73,20.97,2.28,0.0
20200423:1510,4163.9,532.0,31.37,21.06,1.93,0.0
20200423:1610,2694.9,359.0,22.21,20.84,1.72,0.0
20200423:1710,1200.8,191.0,12.78,20.25,1.52,0.0
20200423:1810,22.7,11.0,3.49,18.74,1.45,0.0
20200423:1910,0.0,0.0,0.0,16.61,1.86,0.0
20200423:2010,0.0,0.0,0.0,14.33,2.34,0.0
20200423:2110,0.0,0.0,0.0,12.74,2.48,0.0
20200423:2210,0.0,0.0,0.0,11.8,2.41,0.0
20200423:2310,0.0,0.0,0.0,11.05,2.34,0.0
20200424:0010,0.0,0.0,0.0,10.25,2.28,0.0
20200424:0110,0.0,0.0,0.0,9.56,2.21,0.0
20200424:0210,0.0,0.0,0.0,9.04,2.0,0.0
20200424:0310,0.0,0.0,0.0,8.68,1.86,0.0
20200424:0410,0.0,0.0,0.0,8.23,1.93,0.0
20200424:0510,329.5,59.0,6.95,8.04,2.07,0.0
20200424:0610,963.9,131.0,16.33,10.51,2.07,0.0
20200424:0710,2451.3,306.0,25.72,13.25,2.9,0.0
20200424:0810,3851.4,471.0,34.69,14.81,3.31,0.0
20200424:0910,5543.3,681.01,42.62,16.59,3.45,0.0
20200424:1010,6200.5,768.01,48.66,17.99,3.79,0.0
20200424:1110,6570.8,818.01,51.73,18.9,4.07,0.0
20200424:1210,6564.9,818.01,51.05,19.42,4.21,0.0
20200424:1310,5971.2,742.01,46.81,19.76,4.28,0.0
20200424:1410,4956.9,615.01,39.99,19.88,4.21,0.0
20200424:1510,3731.4,467.0,31.61,19.79,4.07,0.0
20200424:1610,2737.1,358.0,22.44,19.41,3.93,0.0
20200424:1710,1077.5,162.0,13.0,18.71,3.45,0.0
20200424:1810,51.3,16.82,3.71,17.39,2.76,0.0
20200424:1910,0.0,0.0,0.0,15.31,3.38,0.0
20200424:2010,0.0,0.0,0.0,13.85,3.66,0.0
20200424:2110,0.0,0.0,0.0,12.47,3.52,0.0
20200424:2210,0.0,0.0,0.0,11.14,3.03,0.0
20200424:2310,0.0,0.0,0.0,9.89,2.69,0.0
20200425:0010,0.0,0.0,0.0,8.76,2.62,0.0
20200425:0110,0.0,0.0,0.0,7.77,2.62,0.0
20200425:0210,0.0,0.0,0.0,6.9,2.55,0.0
20200425:0310,0.0,0.0,0.0,6.49,2.62,0.0
20200425:0410,0.0,0.0,0.0,5.92,2.48,0.0
20200425:0510,100.2,23.0,7.23,5.85,2.62,0.0
20200425:0610,504.7,74.0,16.61,6.2,2.76,0.0
20200425:0710,1355.8,172.0,26.01,7.22,2.34,0.0
20200425:0810,2018.3,248.0,34.98,8.12,2.14,0.0
20200425:0910,3059.1,370.0,42.93,9.28,2.0,0.0
20200425:1010,5768.0,702.01,48.99,10.72,1.93,0.0
20200425:1110,6795.6,841.01,52.06,12.22,1.86,0.0
20200425:1210,6762.6,841.01,51.37,13.52,1.93,0.0
20200425:1310,6279.3,780.01,47.1,14.51,1.93,0.0
20200425:1410,5434.7,673.01,40.24,15.16,1.86,0.0
20200425:1510,4271.5,532.0,31.84,15.52,1.66,0.0
20200425:1610,2789.7,361.0,22.66,15.52,1.66,0.0
20200425:1710,1278.6,195.0,13.22,15.22,1.66,0.0
20200425:1810,77.9,21.57,3.94,14.53,1.45,0.0
20200425:1910,0.0,0.0,0.0,12.72,2.0,0.0
20200425:2010,0.0,0.0,0.0,11.21,2.0,0.0
20200425:2110,0.0,0.0,0.0,9.62,1.66,0.0
20200425:2210,0.0,0.0,0.0,8.76,1.38,0.0
20200425:2310,0.0,0.0,0.0,8.42,1.24,0.0
20200426:0010,0.0,0.0,0.0,7.87,1.24,0.0
20200426:0110,0.0,0.0,0.0,7.26,1.24,0.0
20200426:0210,0.0,0.0,0.0,6.84,1.17,0.0
20200426:0310,0.0,0.0,0.0,6.61,1.03,0.0
20200426:0410,0.0,0.0,0.0,6.65,0.76,0.0
20200426:0510,491.9,95.0,7.51,6.53,0.34,0.0
20200426:0610,1942.6,263.0,16.89,7.44,0.14,0.0
20200426:0710,3449.3,430.0,26.28,9.31,0.07,0.0
20200426:0810,4772.4,592.01,35.27,11.58,0.28,0.0
20200426:0910,5768.1,723.01,43.23,13.35,0.62,0.0
20200426:1010,6363.5,810.01,49.31,14.76,0.69,0.0
20200426:1110,6620.9,852.01,52.39,15.85,0.69,0.0
20200426:1210,6551.9,842.01,51.68,16.7,0.9,0.0
20200426:1310,6154.7,786.01,47.38,17.33,1.03,0.0
20200426:1410,5362.8,679.01,40.49,17.67,1.1,0.0
20200426:1510,4225.1,535.0,32.07,17.84,1.1,0.0
20200426:1610,2808.8,368.0,22.88,17.67,1.17,0.0
20200426:1710,1277.4,195.0,13.44,17.24,1.31,0.0
20200426:1810,77.5,21.59,4.17,16.28,1.45,0.0
20200426:1910,0.0,0.0,0.0,14.65,2.07,0.0
20200426:2010,0.0,0.0,0.0,13.03,2.0,0.0
20200426:2110,0.0,0.0,0.0,11.17,1.72,0.0
20200426:2210,0.0,0.0,0.0,10.84,1.24,0.0
20200426:2310,0.0,0.0,0.0,11.46,0.76,0.0
20200427:0010,0.0,0.0,0.0,11.04,0.41,0.0
20200427:0110,0.0,0.0,0.0,10.37,0.48,0.0
20200427:0210,0.0,0.0,0.0,9.55,0.62,0.0
20200427:0310,0.0,0.0,0.0,8.65,0.69,0.0
20200427:0410,0.0,0.0,0.0,7.71,0.9,0.0
20200427:0510,511.9,95.0,7.78,6.56,1.03,0.0
20200427:0610,1896.9,255.0,17.16,8.31,0.62,0.0
20200427:0710,3319.5,414.0,26.56,12.22,1.24,0.0
20200427:0810,4521.1,558.0,35.55,14.54,1.66,0.0
20200427:0910,5644.5,701.01,43.53,16.24,2.14,0.0
20200427:1010,6228.4,780.01,49.62,17.52,2.48,0.0
20200427:1110,6621.3,834.01,52.71,18.5,2.76,0.0
20200427:1210,5999.3,755.01,51.99,19.32,2.9,0.0
20200427:1310,4692.0,589.0,47.65,19.95,2.97,0.0
20200427:1410,5245.4,657.01,40.74,20.29,3.1,0.0
20200427:1510,4040.3,509.0,32.3,20.51,3.1,0.0
20200427:1610,2549.6,334.0,23.1,20.35,2.76,0.0
20200427:1710,1196.8,181.0,13.66,20.0,1.66,0.0
20200427:1810,87.7,22.79,4.39,19.02,0.69,0.0
20200427:1910,0.0,0.0,0.0,16.55,1.24,0.0
20200427:2010,0.0,0.0,0.0,14.29,1.86,0.0
20200427:2110,0.0,0.0,0.0,13.09,2.41,0.0
20200427:2210,0.0,0.0,0.0,11.94,2.21,0.0
20200427:2310,0.0,0.0,0.0,10.95,1.86,0.0
20200428:0010,0.0,0.0,0.0,10.7,1.52,0.0
20200428:0110,0.0,0.0,0.0,9.79,1.52,0.0
20200428:0210,0.0,0.0,0.0,8.75,1.66,0.0
20200428:0310,0.0,0.0,0.0,8.03,1.86,0.0
20200428:0410,0.0,0.0,0.0,7.73,2.0,0.0
20200428:0510,521.7,96.0,8.05,8.49,2.07,0.0
20200428:0610,800.1,111.0,17.42,11.07,2.07,0.0
20200428:0710,2477.1,310.0,26.83,14.31,2.76,0.0
20200428:0810,2950.1,366.0,35.83,15.5,2.55,0.0
20200428:0910,3390.4,422.0,43.82,16.16,1.93,0.0
20200428:1010,4437.0,555.0,49.93,16.96,1.72,0.0
20200428:1110,2688.8,339.0,53.03,16.91,1.93,0.0
20200428:1210,4961.3,615.0,52.29,16.08,2.41,0.0
20200428:1310,474.5,73.0,47.93,15.39,3.59,0.0
20200428:1410,2113.2,265.0,40.98,14.39,3.52,0.0
20200428:1510,2014.8,254.0,32.52,14.49,2.9,0.0
20200428:1610,1791.3,231.0,23.31,15.35,2.48,0.0
20200428:1710,611.7,91.0,13.88,15.55,1.79,0.0
20200428:1810,135.4,38.17,4.62,15.13,0.62,0.0
20200428:1910,0.0,0.0,0.0,13.78,1.59,0.0
20200428:2010,0.0,0.0,0.0,12.85,2.0,0.0
20200428:2110,0.0,0.0,0.0,12.16,2.07,0.0
20200428:2210,0.0,0.0,0.0,11.92,2.48,0.0
20200428:2310,0.0,0.0,0.0,11.7,3.03,0.0
20200429:0010,0.0,0.0,0.0,11.54,3.31,0.0
20200429:0110,0.0,0.0,0.0,11.01,3.24,0.0
20200429:0210,0.0,0.0,0.0,10.62,2.9,0.0
20200429:0310,0.0,0.0,0.0,10.07,2.41,0.0
20200429:0410,0.0,0.0,0.0,9.82,2.07,0.0
20200429:0510,78.0,20.0,8.32,9.81,2.0,0.0
20200429:0610,675.9,96.0,17.68,11.19,2.34,0.0
20200429:0710,2038.2,254.0,27.09,12.31,4.34,0.0
20200429:0810,1560.1,199.0,36.1,13.09,4.9,0.0
20200429:0910,864.8,119.0,44.11,13.93,5.24,0.0
20200429:1010,837.3,116.0,50.24,14.42,5.38,0.0
20200429:1110,2921.2,360.0,53.34,15.36,5.1,0.0
20200429:1210,3153.0,389.0,52.59,16.31,5.03,0.0
20200429:1310,3284.5,405.0,48.2,16.55,4.76,0.0
20200429:1410,725.1,104.0,41.23,17.16,4.34,0.0
20200429:1510,658.2,96.0,32.75,17.18,3.72,0.0
20200429:1610,2866.5,366.0,23.53,15.95,3.52,0.0
20200429:1710,347.8,57.0,14.09,14.39,2.69,0.0
20200429:1810,90.7,22.81,4.84,14.01,2.41,0.0
20200429:1910,0.0,0.0,0.0,14.53,3.24,0.0
20200429:2010,0.0,0.0,0.0,13.81,3.59,0.0
20200429:2110,0.0,0.0,0.0,12.96,3.86,0.0
20200429:2210,0.0,0.0,0.0,12.34,4.07,0.0
20200429:2310,0.0,0.0,0.0,11.93,4.28,0.0
20200430:0010,0.0,0.0,0.0,11.76,4.34,0.0
20200430:0110,0.0,0.0,0.0,11.56,4.41,0.0
20200430:0210,0.0,0.0,0.0,11.08,4.14,0.0
20200430:0310,0.0,0.0,0.0,10.66,3.79,0.0
20200430:0410,0.0,0.0,0.0,10.44,3.86,0.0
20200430:0510,520.8,87.0,8.58,10.4,3.79,0.0
20200430:0610,1171.9,155.0,17.94,10.65,3.59,0.0
20200430:0710,1186.3,154.0,27.35,10.29,5.52,0.0
20200430:0810,3161.6,378.0,36.37,10.32,5.52,0.0
20200430:0910,4980.7,591.0,44.4,11.68,5.59,0.0
20200430:1010,5894.5,706.01,50.54,13.35,5.52,0.0
20200430:1110,6419.2,777.01,53.65,14.71,5.17,0.0
20200430:1210,5148.1,627.0,52.89,15.76,4.9,0.0
20200430:1310,5074.5,619.0,48.47,16.03,4.48,0.0
20200430:1410,1170.4,155.0,41.47,14.42,4.69,0.0
20200430:1510,527.8,79.0,32.97,13.8,3.93,0.0
20200430:1610,295.1,50.0,23.74,13.1,4.41,0.0
20200430:1710,312.2,52.0,14.3,12.23,4.0,0.0
20200430:1810,167.9,47.86,5.06,12.19,4.07,0.0
20200430:1910,0.0,0.0,0.0,10.57,4.21,0.0
20200430:2010,0.0,0.0,0.0,10.42,4.48,0.0
20200430:2110,0.0,0.0,0.0,10.08,4.76,0.0
20200430:2210,0.0,0.0,0.0,9.87,4.76,0.0
20200430:2310,0.0,0.0,0.0,9.32,4.41,0.0
20200501:0010,0.0,0.0,0.0,8.82,3.93,0.0
20200501:0110,0.0,0.0,0.0,8.46,3.52,0.0
20200501:0210,0.0,0.0,0.0,8.2,3.59,0.0
20200501:0310,0.0,0.0,0.0,8.25,3.52,0.0
20200501:0410,0.0,0.0,0.0,8.0,3.59,0.0
20200501:0510,340.0,56.0,8.83,8.09,3.52,0.0
20200501:0610,1425.9,185.0,18.19,8.88,2.97,0.0
20200501:0710,2856.3,345.0,27.6,9.52,4.69,0.0
20200501:0810,4395.4,520.0,36.63,10.54,5.38,0.0
20200501:0910,3794.0,453.0,44.68,11.54,5.72,0.0
20200501:1010,4740.3,567.0,50.84,12.62,5.59,0.0
20200501:1110,3702.7,449.0,53.96,13.79,5.17,0.0
20200501:1210,2117.7,265.0,53.18,14.68,5.24,0.0
20200501:1310,2359.8,293.0,48.73,14.59,5.24,0.0
20200501:1410,5366.1,644.01,41.7,14.18,5.17,0.0
20200501:1510,2120.1,264.0,33.19,13.75,5.03,0.0
20200501:1610,1770.4,225.0,23.95,13.62,4.69,0.0
20200501:1710,830.2,117.0,14.51,13.03,4.55,0.0
20200501:1810,189.8,48.24,5.28,11.63,3.59,0.0
20200501:1910,0.0,0.0,0.0,10.33,3.1,0.0
20200501:2010,0.0,0.0,0.0,9.83,2.83,0.0
20200501:2110,0.0,0.0,0.0,9.33,3.03,0.0
20200501:2210,0.0,0.0,0.0,8.91,3.38,0.0
20200501:2310,0.0,0.0,0.0,8.37,3.93,0.0
20200502:0010,0.0,0.0,0.0,8.2,4.21,0.0
20200502:0110,0.0,0.0,0.0,8.03,4.14,0.0
20200502:0210,0.0,0.0,0.0,7.91,4.07,0.0
20200502:0310,0.0,0.0,0.0,7.63,4.21,0.0
20200502:0410,0.0,0.0,0.0,7.44,4.14,0.0
20200502:0510,19.5,10.0,9.09,7.48,4.14,0.0
20200502:0610,585.2,84.0,18.44,8.19,4.14,0.0
20200502:0710,593.1,85.0,27.85,8.54,4.83,0.0
20200502:0810,4100.7,484.0,36.89,9.65,5.38,0.0
20200502:0910,3723.3,443.0,44.95,10.35,5.38,0.0
20200502:1010,1115.4,146.0,51.13,10.32,5.03,0.0
20200502:1110,6561.8,775.01,54.26,9.53,5.17,0.0
20200502:1210,3741.0,449.0,53.47,10.7,4.07,0.0
20200502:1310,4127.4,495.0,48.99,11.65,4.41,0.0
20200502:1410,990.6,133.0,41.94,12.58,4.83,0.0
20200502:1510,4319.1,518.0,33.4,12.51,4.83,0.0
20200502:1610,750.1,105.0,24.16,12.7,4.97,0.0
20200502:1710,1000.1,138.0,14.72,11.83,5.38,0.0
20200502:1810,198.3,44.31,5.49,10.89,3.79,0.0
20200502:1910,0.0,0.0,0.0,10.07,2.48,0.0
20200502:2010,0.0,0.0,0.0,9.07,2.28,0.0
20200502:2110,0.0,0.0,0.0,8.57,2.28,0.0
20200502:2210,0.0,0.0,0.0,7.81,2.21,0.0
20200502:2310,0.0,0.0,0.0,7.11,2.14,0.0
20200503:0010,0.0,0.0,0.0,6.61,2.14,0.0
20200503:0110,0.0,0.0,0.0,5.93,2.21,0.0
20200503:0210,0.0,0.0,0.0,5.42,2.14,0.0
20200503:0310,0.0,0.0,0.0,4.9,2.0,0.0
20200503:0410,0.0,0.0,0.0,4.34,1.93,0.0
20200503:0510,699.3,116.0,9.33,4.4,1.66,0.0
20200503:0610,1985.7,257.0,18.68,7.53,1.31,0.0
20200503:0710,2049.7,254.0,28.1,9.45,1.59,0.0
20200503:0810,3305.0,402.0,37.14,10.94,1.72,0.0
20200503:0910,4263.1,520.0,45.22,12.39,1.93,0.0
20200503:1010,5654.0,698.01,51.42,13.47,1.86,0.0
20200503:1110,5678.7,705.01,54.56,14.74,2.07,0.0
20200503:1210,4707.3,582.0,53.75,15.33,2.41,0.0
20200503:1310,4452.5,549.0,49.25,15.73,2.76,0.0
20200503:1410,2238.9,282.0,42.17,15.82,2.97,0.0
20200503:1510,3083.6,382.0,33.62,15.82,2.97,0.0
20200503:1610,914.1,126.0,24.37,15.58,2.83,0.0
20200503:1710,215.5,40.0,14.93,15.23,2.21,0.0
20200503:1810,124.6,27.8,5.71,14.32,1.52,0.0
20200503:1910,0.0,0.0,0.0,13.43,0.76,0.0
20200503:2010,0.0,0.0,0.0,11.61,1.38,0.0
20200503:2110,0.0,0.0,0.0,11.05,1.17,0.0
20200503:2210,0.0,0.0,0.0,11.14,0.76,0.0
20200503:2310,0.0,0.0,0.0,11.22,0.41,0.0
20200504:0010,0.0,0.0,0.0,10.95,0.34,0.0
20200504:0110,0.0,0.0,0.0,10.04,0.69,0.0
20200504:0210,0.0,0.0,0.0,9.92,0.9,0.0
20200504:0310,0.0,0.0,0.0,9.93,1.1,0.0
20200504:0410,0.0,0.0,0.0,9.85,1.03,0.0
20200504:0510,198.6,37.0,9.57,9.8,0.55,0.0
20200504:0610,1483.3,194.0,18.92,10.57,0.83,0.0
20200504:0710,1660.8,210.0,28.33,10.73,1.79,0.0
20200504:0810,1227.8,160.0,37.39,11.26,2.76,0.0
20200504:0910,1479.8,189.0,45.48,11.51,3.31,0.0
20200504:1010,2016.0,251.0,51.7,11.71,3.31,0.0
20200504:1110,3497.1,426.0,54.85,12.54,3.1,0.0
20200504:1210,2500.4,310.0,54.03,13.6,3.1,0.0
20200504:1310,2197.2,275.0,49.5,14.43,3.59,0.0
20200504:1410,3616.0,441.0,42.4,14.56,3.93,0.0
20200504:1510,3130.0,384.0,33.83,14.84,4.0,0.0
20200504:1610,2760.0,347.0,24.57,14.84,4.0,0.0
20200504:1710,1499.9,214.0,15.14,14.39,3.66,0.0
20200504:1810,276.0,59.0,5.92,13.65,2.55,0.0
20200504:1910,0.0,0.0,0.0,11.97,2.0,0.0
20200504:2010,0.0,0.0,0.0,10.78,2.07,0.0
20200504:2110,0.0,0.0,0.0,9.97,2.21,0.0
20200504:2210,0.0,0.0,0.0,8.99,2.48,0.0
20200504:2310,0.0,0.0,0.0,8.11,2.97,0.0
20200505:0010,0.0,0.0,0.0,7.29,3.17,0.0
20200505:0110,0.0,0.0,0.0,6.6,3.17,0.0
20200505:0210,0.0,0.0,0.0,6.03,2.9,0.0
20200505:0310,0.0,0.0,0.0,5.58,2.48,0.0
20200505:0410,0.0,0.0,0.0,5.08,2.41,0.0
20200505:0510,235.0,41.0,9.81,5.09,2.0,0.0
20200505:0610,1502.8,191.0,19.15,6.27,2.34,0.0
20200505:0710,3299.2,395.0,28.57,7.48,2.97,0.0
20200505:0810,4777.7,567.0,37.63,8.91,3.17,0.0
20200505:0910,5677.0,680.01,45.74,10.38,3.17,0.0
20200505:1010,6750.5,821.01,51.98,11.62,2.97,0.0
20200505:1110,7067.0,870.01,55.14,12.61,2.69,0.0
20200505:1210,7174.5,888.01,54.31,13.31,2.55,0.0
20200505:1310,6703.3,826.01,49.76,13.83,2.62,0.0
20200505:1410,5850.0,715.01,42.63,14.15,2.83,0.0
20200505:1510,4732.3,577.0,34.04,14.11,3.1,0.0
20200505:1610,3307.0,415.0,24.77,13.93,3.31,0.0
20200505:1710,1670.8,238.0,15.34,13.46,3.17,0.0
20200505:1810,316.8,69.0,6.13,12.63,2.48,0.0
20200505:1910,0.0,0.0,0.0,11.21,2.55,0.0
20200505:2010,0.0,0.0,0.0,9.94,2.55,0.0
20200505:2110,0.0,0.0,0.0,8.95,2.48,0.0
20200505:2210,0.0,0.0,0.0,8.1,2.34,0.0
20200505:2310,0.0,0.0,0.0,7.2,2.34,0.0
20200506:0010,0.0,0.0,0.0,6.39,2.41,0.0
20200506:0110,0.0,0.0,0.0,5.63,2.34,0.0
20200506:0210,0.0,0.0,0.0,4.92,2.21,0.0
20200506:0310,0.0,0.0,0.0,4.21,2.07,0.0
20200506:0410,0.0,0.0,0.0,3.48,1.93,0.0
20200506:0510,840.0,138.0,10.04,3.84,1.59,0.0
20200506:0610,2372.9,307.0,19.38,7.37,1.38,0.0
20200506:0710,3896.2,474.0,28.8,9.71,1.93,0.0
20200506:0810,5226.6,633.01,37.87,11.46,2.14,0.0
20200506:0910,6185.5,758.01,46.0,12.73,2.14,0.0
20200506:1010,6821.1,851.01,52.25,13.69,1.79,0.0
20200506:1110,7047.3,892.01,55.42,14.49,1.45,0.0
20200506:1210,6893.1,881.01,54.58,15.21,1.03,0.0
20200506:1310,6424.3,820.01,50.0,15.74,0.83,0.0
20200506:1410,5585.4,705.01,42.85,16.1,0.9,0.0
20200506:1510,4529.2,567.0,34.25,16.27,1.24,0.0
20200506:1610,3174.9,406.0,24.97,16.2,1.66,0.0
20200506:1710,1632.9,235.0,15.54,15.8,1.79,0.0
20200506:1810,323.8,70.0,6.34,14.97,1.59,0.0
20200506:1910,0.0,0.0,0.0,13.56,1.72,0.0
20200506:2010,0.0,0.0,0.0,11.52,1.72,0.0
20200506:2110,0.0,0.0,0.0,9.76,1.66,0.0
20200506:2210,0.0,0.0,0.0,8.87,1.59,0.0
20200506:2310,0.0,0.0,0.0,8.07,1.59,0.0
20200507:0010,0.0,0.0,0.0,7.2,1.66,0.0
20200507:0110,0.0,0.0,0.0,6.96,1.45,0.0
20200507:0210,0.0,0.0,0.0,7.46,1.1,0.0
20200507:0310,0.0,0.0,0.0,7.89,0.69,0.0
20200507:0410,0.0,0.0,0.0,7.39,0.62,0.0
20200507:0510,853.5,141.0,10.26,6.97,0.76,0.0
20200507:0610,2347.3,306.0,19.6,8.44,0.34,0.0
20200507:0710,3803.4,474.0,29.02,11.91,0.41,0.0
20200507:0810,5019.7,630.01,38.1,13.9,0.28,0.0
20200507:0910,5897.4,754.01,46.24,15.42,0.28,0.0
20200507:1010,6544.3,851.01,52.52,16.59,0.34,0.0
20200507:1110,6764.7,891.01,55.7,17.6,0.28,0.0
20200507:1210,6627.2,876.01,54.85,18.38,0.21,0.0
20200507:1310,6202.3,815.01,50.25,19.04,0.21,0.0
20200507:1410,5375.7,698.01,43.07,19.45,0.21,0.0
20200507:1510,4267.0,550.0,34.45,19.64,0.21,0.0
20200507:1610,2853.3,374.0,25.17,19.55,0.21,0.0
20200507:1710,1176.6,167.0,15.74,19.19,0.28,0.0
20200507:1810,106.4,25.0,6.55,18.3,0.69,0.0
20200507:1910,0.0,0.0,0.0,16.58,1.72,0.0
20200507:2010,0.0,0.0,0.0,14.82,1.86,0.0
20200507:2110,0.0,0.0,0.0,13.38,1.66,0.0
20200507:2210,0.0,0.0,0.0,13.16,1.24,0.0
20200507:2310,0.0,0.0,0.0,13.57,0.83,0.0
20200508:0010,0.0,0.0,0.0,13.04,0.48,0.0
20200508:0110,0.0,0.0,0.0,11.76,0.41,0.0
20200508:0210,0.0,0.0,0.0,10.85,0.21,0.0
20200508:0310,0.0,0.0,0.0,10.3,0.14,0.0
20200508:0410,0.0,0.0,0.0,9.96,0.21,0.0
20200508:0510,352.5,57.0,10.48,9.98,0.28,0.0
20200508:0610,1489.5,195.0,19.81,11.6,0.21,0.0
20200508:0710,3611.3,455.0,29.24,15.15,0.69,0.0
20200508:0810,4849.8,609.0,38.33,17.11,1.24,0.0
20200508:0910,5559.4,704.01,46.49,18.55,1.59,0.0
20200508:1010,6459.9,834.01,52.78,19.59,1.38,0.0
20200508:1110,6666.4,874.01,55.98,20.38,1.03,0.0
20200508:1210,5970.2,777.01,55.12,21.0,1.17,0.0
20200508:1310,5888.1,761.01,50.49,21.24,1.45,0.0
20200508:1410,3234.7,415.0,43.29,21.42,1.38,0.0
20200508:1510,2408.9,312.0,34.65,21.46,1.38,0.0
20200508:1610,2409.3,315.0,25.37,21.32,1.52,0.0
20200508:1710,1175.5,167.0,15.94,20.81,1.66,0.0
20200508:1810,61.4,18.0,6.75,19.57,1.93,0.0
20200508:1910,0.0,0.0,0.0,17.97,2.41,0.0
20200508:2010,0.0,0.0,0.0,16.82,2.48,0.0
20200508:2110,0.0,0.0,0.0,16.05,2.41,0.0
20200508:2210,0.0,0.0,0.0,15.25,2.28,0.0
20200508:2310,0.0,0.0,0.0,14.07,2.14,0.0
20200509:0010,0.0,0.0,0.0,12.87,2.21,0.0
20200509:0110,0.0,0.0,0.0,11.98,2.28,0.0
20200509:0210,0.0,0.0,0.0,11.26,2.21,0.0
20200509:0310,0.0,0.0,0.0,10.5,2.0,0.0
20200509:0410,0.0,0.0,0.0,9.86,1.93,0.0
20200509:0510,259.6,45.0,10.7,10.32,1.66,0.0
20200509:0610,795.4,111.0,20.02,12.89,1.45,0.0
20200509:0710,801.4,113.0,29.45,15.87,1.31,0.0
20200509:0810,2644.4,335.0,38.55,17.87,1.59,0.0
20200509:0910,4147.3,525.0,46.72,19.43,1.59,0.0
20200509:1010,2670.6,344.0,53.04,20.75,1.38,0.0
20200509:1110,5023.0,645.0,56.24,21.63,1.86,0.0
20200509:1210,6123.6,791.01,55.38,22.16,2.07,0.0
20200509:1310,5609.1,720.01,50.72,22.58,2.28,0.0
20200509:1410,5422.1,692.01,43.5,22.86,2.48,0.0
20200509:1510,4303.0,548.0,34.85,22.71,2.55,0.0
20200509:1610,3047.3,397.0,25.56,22.23,2.83,0.0
20200509:1710,1566.9,227.0,16.13,21.44,2.76,0.0
20200509:1810,342.8,69.0,6.95,20.38,2.34,0.0
20200509:1910,0.0,0.0,0.0,18.16,2.48,0.0
20200509:2010,0.0,0.0,0.0,16.64,2.28,0.0
20200509:2110,0.0,0.0,0.0,15.27,1.86,0.0
20200509:2210,0.0,0.0,0.0,13.84,1.72,0.0
20200509:2310,0.0,0.0,0.0,12.56,1.79,0.0
20200510:0010,0.0,0.0,0.0,11.83,1.79,0.0
20200510:0110,0.0,0.0,0.0,11.04,1.72,0.0
20200510:0210,0.0,0.0,0.0,10.73,1.52,0.0
20200510:0310,0.0,0.0,0.0,10.65,1.45,0.0
20200510:0410,0.0,0.0,0.0,10.31,1.52,0.0
20200510:0510,842.7,134.0,10.91,11.18,1.45,0.0
20200510:0610,532.9,80.0,20.23,14.36,1.31,0.0
20200510:0710,1699.9,220.0,29.66,16.26,1.45,0.0
20200510:0810,2966.5,373.0,38.76,16.76,1.24,0.0
20200510:0910,5019.1,633.0,46.95,16.64,0.9,0.0
20200510:1010,4167.1,526.0,53.29,17.21,1.03,0.0
20200510:1110,1170.1,159.0,56.51,18.35,0.48,0.0
20200510:1210,1749.1,230.0,55.63,19.19,0.41,0.0
20200510:1310,440.4,70.0,50.96,19.14,0.97,0.0
20200510:1410,2196.1,283.0,43.71,19.16,1.38,0.0
20200510:1510,3421.6,432.0,35.05,19.06,1.66,0.0
20200510:1610,442.7,70.0,25.75,18.38,2.07,0.0
20200510:1710,1234.5,172.0,16.32,17.76,2.9,0.0
20200510:1810,4.7,7.0,7.15,16.77,2.9,0.0
20200510:1910,0.0,0.0,0.0,16.15,4.0,0.0
20200510:2010,0.0,0.0,0.0,14.3,5.38,0.0
20200510:2110,0.0,0.0,0.0,11.45,6.07,0.0
20200510:2210,0.0,0.0,0.0,8.96,5.79,0.0
20200510:2310,0.0,0.0,0.0,7.43,5.24,0.0
20200511:0010,0.0,0.0,0.0,6.52,4.97,0.0
20200511:0110,0.0,0.0,0.0,5.97,4.76,0.0
20200511:0210,0.0,0.0,0.0,5.67,4.83,0.0
20200511:0310,0.0,0.0,0.0,5.43,5.03,0.0
20200511:0410,0.0,2.0,2.27,5.31,5.1,0.0
20200511:0510,54.3,16.0,11.11,5.28,5.31,0.0
20200511:0610,173.4,33.0,20.43,5.29,5.17,0.0
20200511:0710,560.5,80.0,29.86,5.08,6.62,0.0
20200511:0810,706.6,97.0,38.97,5.77,7.1,0.0
20200511:0910,4248.6,493.0,47.18,6.87,7.24,0.0
